loudness_mean,loudness_std,brightness_mean,brightness_std,flux_mean,flux_std,zcr_mean,zcr_std,sharpness_mean,sharpness_std,hnr_mean,hnr_std,song_id
0.066801324,0.033449925,1624.1225227695377,867.67854715507,1.6971711,2.5594537,0.07596855045472137,0.04477109205333742,0.006995582,0.041361608,31.579891,9.955823,10
0.24837296,0.06418411,2112.630885902829,708.4469379989473,1.3020965,1.4293096,0.09104026581849846,0.043858593189914856,0.018972315,0.043684103,20.582487,5.6509404,1000
0.06622912,0.024513522,1818.3315876616452,757.1185806513406,1.1695962,0.9678241,0.09479988027283281,0.04374494694250985,0.009715832,0.01792868,24.046762,5.617437,1001
0.074306235,0.07054114,1191.873294771926,1071.4641298156964,1.4293034,1.9623828,0.04581831704721362,0.06796949164122446,0.0058787386,0.02267765,36.285683,10.585275,1002
0.0644073,0.060791977,1789.1718008564972,1030.5618832077669,1.9839226,3.34671,0.06635749746033281,0.053838600785116285,0.013446207,0.035930175,28.931026,9.4315,1003
0.0860814,0.014871954,1722.7728563478695,320.5145667989407,1.05054,0.9089304,0.07518888774671052,0.01968803086880747,0.005036576,0.004773255,24.842253,4.3166094,1004
0.0716557,0.02156274,1635.2675218055933,425.33522950302324,1.1959226,0.92713106,0.06421314156830496,0.026821608903467756,0.0060782,0.006207287,24.015795,4.1817365,1005
0.05437335,0.04290134,2121.9805333416157,746.7651528547343,1.9633052,2.597189,0.07997419516737617,0.05583991920229743,0.012573358,0.024090895,24.78261,7.5637393,1006
0.057740647,0.047283787,2285.738925655185,790.7948361354087,2.5530856,4.2715335,0.08224477856520898,0.059099369483372126,0.019981474,0.030010408,21.589832,7.290717,1007
0.0441978,0.029996635,1762.2540975751813,723.5735087382928,1.3700653,1.1960851,0.0845236763496517,0.047066255835156806,0.006456144,0.016279388,26.454271,5.4269834,1008
0.05458742,0.027696846,1172.56372076939,327.8084375214763,1.4041321,1.4318801,0.06221655500193499,0.024793197313192447,0.00042824692,0.0018498161,37.575947,4.4117827,1009
0.025138991,0.025284061,997.5832825727784,628.772723336545,1.0101154,1.5167516,0.04636933412345201,0.029389089990542218,0.0022605334,0.03951868,39.747807,7.169882,101
0.026738828,0.035142478,2259.274849842737,788.2050793997711,1.301966,1.3277892,0.1231916209123452,0.06731391721104482,0.023105733,0.03870175,20.77129,6.2126374,1010
0.035057217,0.025504675,928.2381920955297,378.484228062837,2.088122,3.1061256,0.030788551543150154,0.016727727978482616,0.0012206477,0.0040939148,36.049255,6.619437,1011
0.07791087,0.027842876,859.5117012609564,349.5700866950997,1.4840478,1.631572,0.03829077375193499,0.023641630868521477,0.00029909017,0.0011418149,39.2366,4.658904,1012
0.07712349,0.0235614,889.7192434573074,454.6086477706351,0.89312893,1.1509336,0.05637456462848297,0.043650672378093155,0.00029820882,0.0010296212,43.72722,7.323061,1013
0.09988056,0.023863066,1771.3115793051095,787.3213667613763,1.3368651,1.1291506,0.06302153879643962,0.03789709713827048,0.0045210626,0.008969646,27.606394,6.3840156,1014
0.056473345,0.006281375,2484.7161459990753,529.8330138406684,1.2184507,1.2486484,0.14831920895414086,0.04197118792339213,0.045317046,0.041564576,15.26694,4.198384,1015
0.0460169,0.072689824,1474.9019787484817,670.7718845561715,0.6012655,0.90308094,0.0426735892753483,0.02999699256045312,0.0055449232,0.012757833,32.18241,9.135865,1016
0.05837913,0.04426509,1250.711958145626,568.6437935330249,1.5494462,2.1163232,0.047442267922794115,0.03301350123498123,0.0031821963,0.006869226,31.43987,8.058876,1017
0.052320007,0.03666696,1510.0333563722388,391.2969429408636,1.0779717,1.1181386,0.05517653710332817,0.024941358188247487,0.0049712793,0.008646926,26.75139,5.5142922,1018
0.07407033,0.04539276,1037.4950702803276,563.3669384645402,1.2179229,1.9557278,0.04204509723297214,0.03532915361121027,0.0019868354,0.007698118,35.72623,7.120941,1019
0.18013237,0.033767305,1378.9758633579697,496.8659620735143,1.2831984,1.7090541,0.07485933569562693,0.039703730797225716,0.002156453,0.039274532,36.763374,7.736779,102
0.07015605,0.037975848,1878.1144355185413,735.3281024283498,1.5338403,2.007278,0.06588546705688854,0.040589381594208974,0.006835955,0.017239116,25.874365,5.4963403,1020
0.09215055,0.02925523,1683.1337855603638,312.13149019952255,1.2165343,1.1402006,0.06047506893382353,0.01563307644247838,0.004799052,0.0043875836,24.556906,3.4475787,1021
0.058360983,0.035313055,1202.9918554035814,611.8778459389188,1.3522626,1.1878667,0.046574170375387,0.029071283652683248,0.0018027201,0.0057868436,33.01475,5.734462,1022
0.06438886,0.032756835,797.3714944876423,178.34511947820494,0.93879807,0.8221851,0.044449088743227554,0.01581096526227225,0.00014303597,0.0008464162,42.253605,4.5045123,1023
0.075738,0.023996547,1139.7689755225988,270.9779874153432,1.0356092,0.5368925,0.06856534503192724,0.026542818236904513,2.3022155e-06,5.1916075e-05,64.105865,2.8056004,1024
0.075851224,0.023845635,2277.8998209909564,359.7822959269807,1.1560602,0.7818538,0.12505215387964397,0.034736208533534776,0.019854873,0.01493014,17.952248,2.894497,1025
0.08075169,0.02844138,966.6259987513183,541.5084521046667,1.2460552,1.487103,0.020468508126934983,0.019051250464405697,0.0005353682,0.002899626,38.802937,5.8034525,1026
0.0739824,0.0107718315,1978.6925907704615,422.2766419603013,1.1930717,0.87907934,0.08340047830398607,0.027928921650947427,0.014407307,0.013827664,20.11537,3.9008043,1027
0.07828026,0.008090756,2006.9137500642746,421.0564631947548,1.1369362,0.9114574,0.10348123367356811,0.020936369299603807,0.012984869,0.018012859,20.88075,3.8261905,1028
0.07909248,0.023308069,1965.1732919285735,854.8958590701494,1.4678233,1.4326923,0.07768018031636997,0.06602913489270192,0.012681961,0.024819119,23.933496,6.9120173,1029
0.33563966,0.037229754,1151.1552254493915,300.5796860512261,1.2304083,1.1847404,0.037013759553986066,0.01723280104151916,0.0028215435,0.03645899,31.481358,5.122578,103
0.07459092,0.035917293,1534.4120739241,512.7322163409455,1.9505786,2.6171706,0.054859078705495355,0.030663680922562053,0.004297082,0.010634282,26.529089,4.6045704,1030
0.09580551,0.02179656,1641.5233757420765,446.99758452248545,1.2496518,1.211402,0.06770858528444272,0.019633546154742765,0.008447717,0.010381359,23.631971,5.400728,1031
0.061662924,0.024993911,1305.7545030720473,644.8906347485706,1.2897868,1.2940804,0.06494178417666409,0.028940658254839356,0.0019097022,0.0065115704,32.591995,5.49259,1032
0.104147434,0.0153792575,1768.116282950103,303.7203346842004,1.0971668,0.64202064,0.08266011996904024,0.01860099977087194,0.009115744,0.0080011,21.599976,3.1449895,1033
0.08711868,0.029399808,1193.5784676562607,387.76802915127325,0.9685945,1.0124047,0.07206834728134674,0.040823126010707304,0.0006348907,0.0007975548,34.29484,4.579361,1034
0.093049444,0.022836816,1585.111511244355,354.5428187906678,1.1001415,0.806994,0.09181879474651702,0.03683444776824209,0.004139587,0.005483293,26.217861,4.404278,1035
0.051492356,0.022027465,1646.233386332339,766.305978105154,1.1254673,1.1277647,0.06810049523510062,0.0395837866575003,0.0062114904,0.011295595,27.591057,7.6253805,1036
0.09014913,0.028477795,2289.3437668951983,921.7680347450527,1.6283766,1.9541538,0.08729047745743033,0.06294096139166011,0.019586205,0.028360235,20.454296,5.671927,1037
0.11521187,0.036445074,1892.2427869085382,1097.6594780983048,1.6313573,1.7448108,0.0694440245259288,0.06735566024275874,0.014571583,0.028703755,23.694777,6.8050365,1038
0.07384965,0.027316425,1486.4657609591454,712.0071229604351,1.4840381,2.1226003,0.05472302510642415,0.03868165662603265,0.004757845,0.008679265,27.955774,6.6039634,1039
0.26873887,0.044219617,1933.7716405218152,587.1155852569669,1.0239351,1.0679412,0.09008864647832818,0.04335895050478578,0.015205706,0.039618295,22.232971,7.26502,104
0.070962794,0.028601214,2156.2496397130258,631.1504695770575,1.6844375,2.073141,0.08786908318014706,0.03968397554832026,0.01762493,0.01836002,19.521574,4.4782715,1040
0.086712345,0.036091547,2485.3315113592625,832.4976952719085,1.5949785,2.0733063,0.09066271708107586,0.0667784959684201,0.02114278,0.032867778,20.202429,5.751081,1041
0.09804582,0.04738024,1619.5207466611168,688.3022767920346,1.5835676,1.70361,0.0528847898123065,0.04092603365949678,0.0065901508,0.018412387,26.63865,6.052966,1042
0.07068801,0.048250273,2203.9560129065326,912.0362194579609,1.8250058,2.3988795,0.10144194139415634,0.06083212930697772,0.026419725,0.03902009,20.468805,7.1995463,1043
0.078849874,0.029957091,2425.270512644541,452.9197855257321,1.6231467,1.8794659,0.10904355831559598,0.04341965075058387,0.016687322,0.012966339,19.039474,3.4891856,1044
0.07747394,0.032234572,1436.589906267792,355.4221256384739,1.2858638,1.5781782,0.057911970297987614,0.023000467492936088,0.0017519862,0.0035543323,30.097397,4.3633747,1045
0.09722236,0.046347283,2235.6948486431984,813.1750349502099,1.3717346,1.4072927,0.09251720322174922,0.05280323902775464,0.012961488,0.017044032,22.014515,5.6089983,1046
0.06412758,0.02661891,2120.0605910898385,540.5103557435197,1.3520927,1.4801005,0.1032461632885062,0.0399666644757235,0.0078297,0.0089363735,23.660915,5.261023,1047
0.10489035,0.013606629,2157.0596043083133,255.19955695560228,1.1022168,0.62954074,0.10483232149767802,0.024031325750554347,0.015330373,0.007163407,18.653765,2.2305312,1048
0.098036684,0.014691377,2591.6978515127385,511.7492658587872,1.2392654,0.7117626,0.12555177292956657,0.03980901895201108,0.030349685,0.026916945,16.343243,3.1582248,1049
